match_number,round,group,first_team,second_team,pairing_probability,first_win_probability,draw_probability,second_win_probability,first_advancement_probability,second_advancement_probability,simulation_count
90,round_of_16,,Australia,Spain,0.0005,,,,0.1486238091320195,0.8513761908679804,1.0
90,round_of_16,,Brazil,Belgium,0.0005,,,,0.559867770959559,0.440132229040441,1.0
90,round_of_16,,Brazil,Egypt,0.0005,,,,0.8003352494377252,0.1996647505622748,1.0
90,round_of_16,,Brazil,Iran,0.0005,,,,0.702960115693482,0.2970398843065179,1.0
90,round_of_16,,Brazil,New Zealand,0.0005,,,,0.8994560981684748,0.1005439018315251,1.0
90,round_of_16,,Curaçao,Egypt,0.0005,,,,0.2059408563697326,0.7940591436302673,1.0
90,round_of_16,,Curaçao,Japan,0.0005,,,,0.0743611274550833,0.9256388725449166,1.0
90,round_of_16,,Curaçao,Netherlands,0.0005,,,,0.0871747155624826,0.9128252844375174,1.0
90,round_of_16,,Curaçao,Paraguay,0.0005,,,,0.1817940296312739,0.8182059703687261,1.0
90,round_of_16,,Czech Republic,Haiti,0.0005,,,,0.7141093328244346,0.2858906671755654,1.0
90,round_of_16,,Czech Republic,Senegal,0.0005,,,,0.4219573620939752,0.5780426379060248,1.0
90,round_of_16,,Ecuador,Spain,0.0005,,,,0.2482397703601984,0.7517602296398016,1.0
90,round_of_16,,Germany,Brazil,0.0005,,,,0.4646273949509034,0.5353726050490966,1.0
90,round_of_16,,Germany,Cape Verde,0.0005,,,,0.8993505797677321,0.1006494202322678,1.0
90,round_of_16,,Germany,Saudi Arabia,0.0005,,,,0.8912701798829084,0.1087298201170916,1.0
90,round_of_16,,Haiti,Egypt,0.0005,,,,0.325619047709076,0.674380952290924,1.0
90,round_of_16,,Haiti,Iran,0.0005,,,,0.2183498452278719,0.7816501547721281,1.0
90,round_of_16,,Haiti,Iraq,0.0005,,,,0.4837743388548688,0.5162256611451312,1.0
90,round_of_16,,Haiti,Saudi Arabia,0.0005,,,,0.5260848836978873,0.4739151163021127,1.0
90,round_of_16,,Haiti,Spain,0.0005,,,,0.0720845246033015,0.9279154753966984,1.0
90,round_of_16,,Haiti,Sweden,0.0005,,,,0.3630349487676315,0.6369650512323685,1.0
90,round_of_16,,Haiti,Uruguay,0.0005,,,,0.2268608506428062,0.7731391493571937,1.0
90,round_of_16,,Ivory Coast,Haiti,0.0005,,,,0.7505793835774133,0.2494206164225867,1.0
90,round_of_16,,Japan,Belgium,0.0005,,,,0.5123756099891676,0.4876243900108323,1.0
90,round_of_16,,Japan,Egypt,0.0005,,,,0.7755194072180374,0.2244805927819626,1.0
90,round_of_16,,Japan,Iraq,0.0005,,,,0.8701931595589858,0.1298068404410142,1.0
90,round_of_16,,Japan,New Zealand,0.0005,,,,0.8943585361171277,0.1056414638828723,1.0
90,round_of_16,,Japan,Spain,0.0005,,,,0.2916289970688298,0.7083710029311702,1.0
90,round_of_16,,Morocco,Belgium,0.0005,,,,0.5161465786718022,0.4838534213281977,1.0
90,round_of_16,,Morocco,Cape Verde,0.0005,,,,0.9045504352496476,0.0954495647503523,1.0
90,round_of_16,,Morocco,Egypt,0.0005,,,,0.7770252652340729,0.2229747347659271,1.0
90,round_of_16,,Morocco,Iran,0.0005,,,,0.6684582366461199,0.3315417633538801,1.0
90,round_of_16,,Morocco,Tunisia,0.0005,,,,0.8481707408290784,0.1518292591709216,1.0
90,round_of_16,,Netherlands,Egypt,0.0005,,,,0.7650959132791839,0.234904086720816,1.0
90,round_of_16,,Netherlands,Iran,0.0005,,,,0.6531666350785292,0.3468333649214707,1.0
90,round_of_16,,Netherlands,Saudi Arabia,0.0005,,,,0.8817300329299924,0.1182699670700075,1.0
90,round_of_16,,Netherlands,Spain,0.0005,,,,0.2769160056538134,0.7230839943461866,1.0
90,round_of_16,,Netherlands,Uruguay,0.0005,,,,0.6490118180654232,0.3509881819345768,1.0
90,round_of_16,,Paraguay,Belgium,0.0005,,,,0.2919779583865718,0.7080220416134282,1.0
90,round_of_16,,Paraguay,Egypt,0.0005,,,,0.5840483406506939,0.4159516593493061,1.0
90,round_of_16,,Paraguay,Uruguay,0.0005,,,,0.4342698258463622,0.5657301741536378,1.0
90,round_of_16,,Scotland,Sweden,0.0005,,,,0.5816262019524152,0.4183737980475848,1.0
90,round_of_16,,Scotland,Uruguay,0.0005,,,,0.4056862559083989,0.5943137440916011,1.0
90,round_of_16,,South Africa,Brazil,0.0005,,,,0.1180422885281699,0.88195771147183,1.0
90,round_of_16,,South Africa,Senegal,0.0005,,,,0.2084200679779522,0.7915799320220478,1.0
90,round_of_16,,South Korea,Tunisia,0.0005,,,,0.6714313420857986,0.3285686579142014,1.0
90,round_of_16,,Sweden,Egypt,0.0005,,,,0.4723208272096812,0.5276791727903187,1.0
90,round_of_16,,Sweden,Iran,0.0005,,,,0.3350018592238683,0.6649981407761316,1.0
90,round_of_16,,Sweden,Senegal,0.0005,,,,0.3453250667422164,0.6546749332577836,1.0
90,round_of_16,,Switzerland,Egypt,0.0005,,,,0.7193694891058834,0.2806305108941166,1.0
90,round_of_16,,Tunisia,Belgium,0.0005,,,,0.1593111765028861,0.8406888234971138,1.0
90,round_of_16,,Tunisia,Iran,0.0005,,,,0.2649907886554308,0.7350092113445692,1.0
90,round_of_16,,Tunisia,Senegal,0.0005,,,,0.2732024714935771,0.7267975285064229,1.0
90,round_of_16,,Tunisia,Uruguay,0.0005,,,,0.2630376560190178,0.7369623439809821,1.0
90,round_of_16,,Turkey,Iraq,0.0005,,,,0.820405569330957,0.179594430669043,1.0
90,round_of_16,,Turkey,Saudi Arabia,0.0005,,,,0.8442086922858183,0.1557913077141817,1.0
90,round_of_16,,Turkey,Uruguay,0.0005,,,,0.5792747125970877,0.4207252874029122,1.0
91,round_of_16,,Morocco,France,0.0835,,,,0.3954679199482592,0.6045320800517408,167.0
91,round_of_16,,Morocco,Norway,0.0785,,,,0.528006506318092,0.471993493681908,157.0
91,round_of_16,,Morocco,Germany,0.0605,,,,0.4877891201963874,0.5122108798036126,121.0
91,round_of_16,,Morocco,Ecuador,0.0545,,,,0.5363741666106292,0.4636258333893708,109.0
91,round_of_16,,Morocco,Senegal,0.054,,,,0.6779208481415323,0.3220791518584677,108.0
91,round_of_16,,Morocco,Ivory Coast,0.047,,,,0.7091765896785323,0.2908234103214677,94.0
91,round_of_16,,Netherlands,France,0.041,,,,0.3809930049521787,0.6190069950478213,82.0
91,round_of_16,,Netherlands,Norway,0.036,,,,0.510095646210057,0.489904353789943,72.0
91,round_of_16,,Netherlands,Senegal,0.036,,,,0.6613275687533046,0.3386724312466954,72.0
91,round_of_16,,Netherlands,Ivory Coast,0.0315,,,,0.6919872616499911,0.3080127383500088,63.0
91,round_of_16,,Netherlands,Germany,0.0295,,,,0.4730274928114564,0.5269725071885436,59.0
91,round_of_16,,Japan,France,0.028,,,,0.3933510950895046,0.6066489049104953,56.0
91,round_of_16,,Japan,Senegal,0.026,,,,0.6747895709169123,0.3252104290830877,52.0
91,round_of_16,,Japan,Germany,0.0255,,,,0.4861711572160956,0.5138288427839044,51.0
91,round_of_16,,Netherlands,Ecuador,0.0255,,,,0.5363237113320423,0.4636762886679577,51.0
91,round_of_16,,Japan,Norway,0.025,,,,0.5246495687130787,0.4753504312869213,50.0
91,round_of_16,,Japan,Ecuador,0.0215,,,,0.5420504473564209,0.457949552643579,43.0
91,round_of_16,,Brazil,France,0.0205,,,,0.4407877680526487,0.5592122319473514,41.0
91,round_of_16,,Brazil,Germany,0.0195,,,,0.5353726050490967,0.4646273949509033,39.0
91,round_of_16,,Japan,Ivory Coast,0.019,,,,0.7055010838407301,0.2944989161592699,38.0
91,round_of_16,,Brazil,Norway,0.0175,,,,0.5714297284760221,0.4285702715239778,35.0
91,round_of_16,,Morocco,Iraq,0.0145,,,,0.8720810148210042,0.1279189851789958,29.0
91,round_of_16,,Brazil,Ivory Coast,0.0135,,,,0.7358065793595521,0.2641934206404479,27.0
91,round_of_16,,Brazil,Ecuador,0.011,,,,0.6024833024325894,0.3975166975674106,22.0
91,round_of_16,,Brazil,Senegal,0.011,,,,0.7095766436745493,0.2904233563254507,22.0
91,round_of_16,,Morocco,Curaçao,0.01,,,,0.9333152927886016,0.0666847072113985,20.0
91,round_of_16,,Tunisia,Norway,0.009,,,,0.1662371475606789,0.8337628524393211,18.0
91,round_of_16,,Tunisia,Ecuador,0.0085,,,,0.1866791534242053,0.8133208465757946,17.0
91,round_of_16,,Tunisia,Germany,0.0085,,,,0.1512612254076595,0.8487387745923405,17.0
91,round_of_16,,Scotland,France,0.0075,,,,0.1862346855025403,0.8137653144974596,15.0
91,round_of_16,,Tunisia,Senegal,0.0075,,,,0.2732024714935771,0.7267975285064229,15.0
91,round_of_16,,Japan,Iraq,0.007,,,,0.8701931595589858,0.1298068404410142,14.0
91,round_of_16,,Tunisia,France,0.007,,,,0.1172803258941564,0.8827196741058435,14.0
91,round_of_16,,Tunisia,Ivory Coast,0.006,,,,0.3040919508518825,0.6959080491481174,12.0
91,round_of_16,,Netherlands,Curaçao,0.0055,,,,0.9128252844375172,0.0871747155624826,11.0
91,round_of_16,,Netherlands,Iraq,0.0055,,,,0.8619673658330235,0.1380326341669765,11.0
91,round_of_16,,Sweden,Ivory Coast,0.0055,,,,0.3809784157532164,0.6190215842467837,11.0
91,round_of_16,,Sweden,Norway,0.0055,,,,0.2109389800114663,0.7890610199885337,11.0
91,round_of_16,,Sweden,Senegal,0.0055,,,,0.3453250667422164,0.6546749332577836,11.0
91,round_of_16,,Haiti,Ecuador,0.005,,,,0.1614072775582536,0.8385927224417463,10.0
91,round_of_16,,Japan,Curaçao,0.005,,,,0.9256388725449166,0.0743611274550833,10.0
91,round_of_16,,Scotland,Norway,0.005,,,,0.2733325932484604,0.7266674067515395,10.0
91,round_of_16,,Sweden,France,0.005,,,,0.1387684749891786,0.8612315250108213,10.0
91,round_of_16,,Brazil,Iraq,0.0045,,,,0.8808740223310512,0.1191259776689488,9.0
91,round_of_16,,Scotland,Germany,0.0045,,,,0.2454527952957352,0.7545472047042647,9.0
91,round_of_16,,Scotland,Senegal,0.0045,,,,0.4217031577395871,0.5782968422604129,9.0
91,round_of_16,,Haiti,France,0.004,,,,0.1086446968417221,0.8913553031582778,8.0
91,round_of_16,,Sweden,Ecuador,0.004,,,,0.2391556687828991,0.7608443312171009,8.0
91,round_of_16,,Haiti,Norway,0.0035,,,,0.1395412944890827,0.8604587055109173,7.0
91,round_of_16,,Haiti,Senegal,0.0035,,,,0.2238238008583199,0.7761761991416801,7.0
91,round_of_16,,Scotland,Ecuador,0.0035,,,,0.3009756766906919,0.6990243233093081,7.0
91,round_of_16,,Haiti,Germany,0.003,,,,0.1327272504075624,0.8672727495924376,6.0
91,round_of_16,,Sweden,Germany,0.003,,,,0.186830916769121,0.8131690832308789,6.0
91,round_of_16,,Tunisia,Iraq,0.003,,,,0.5514966973028773,0.4485033026971227,6.0
91,round_of_16,,Haiti,Ivory Coast,0.0025,,,,0.2494206164225867,0.7505793835774133,5.0
91,round_of_16,,Haiti,Iraq,0.002,,,,0.4837743388548688,0.5162256611451312,4.0
91,round_of_16,,Brazil,Curaçao,0.0015,,,,0.9144578852133914,0.0855421147866085,3.0
91,round_of_16,,Scotland,Ivory Coast,0.0015,,,,0.4589532277288759,0.5410467722711241,3.0
91,round_of_16,,Haiti,Curaçao,0.0005,,,,0.6589257088372943,0.3410742911627057,1.0
91,round_of_16,,Scotland,Curaçao,0.0005,,,,0.8111431176968964,0.1888568823031036,1.0
91,round_of_16,,Scotland,Iraq,0.0005,,,,0.7041316447438399,0.29586835525616,1.0
91,round_of_16,,Sweden,Curaçao,0.0005,,,,0.7567122122490167,0.2432877877509832,1.0
91,round_of_16,,Sweden,Iraq,0.0005,,,,0.6341194422442638,0.3658805577557362,1.0
91,round_of_16,,Tunisia,Curaçao,0.0005,,,,0.7110427564033898,0.2889572435966102,1.0
92,round_of_16,,Mexico,England,0.081,,,,0.3580479742919781,0.6419520257080218,162.0
92,round_of_16,,Czech Republic,England,0.057,,,,0.2189902517625031,0.7810097482374969,114.0
92,round_of_16,,South Korea,England,0.052,,,,0.2272858257734764,0.7727141742265236,104.0
92,round_of_16,,Ecuador,England,0.0315,,,,0.400678677491063,0.599321322508937,63.0
92,round_of_16,,Germany,England,0.0305,,,,0.4576450814743856,0.5423549185256143,61.0
92,round_of_16,,South Africa,England,0.027,,,,0.1007930936955467,0.8992069063044532,54.0
92,round_of_16,,Mexico,Croatia,0.022,,,,0.5168281669743817,0.4831718330256183,44.0
92,round_of_16,,South Korea,Croatia,0.0215,,,,0.3641046959191065,0.6358953040808935,43.0
92,round_of_16,,Uruguay,England,0.02,,,,0.2952133089680215,0.7047866910319784,40.0
92,round_of_16,,Brazil,England,0.019,,,,0.4966597319088994,0.5033402680911006,38.0
92,round_of_16,,Czech Republic,Croatia,0.0185,,,,0.3551773988128082,0.6448226011871918,37.0
92,round_of_16,,Ivory Coast,England,0.018,,,,0.2510815621392887,0.7489184378607112,36.0
92,round_of_16,,Mexico,Colombia,0.0175,,,,0.3849130060578664,0.6150869939421336,35.0
92,round_of_16,,Czech Republic,Colombia,0.0155,,,,0.2480712587375602,0.7519287412624398,31.0
92,round_of_16,,South Korea,Portugal,0.014,,,,0.2477794555668244,0.7522205444331755,28.0
92,round_of_16,,Saudi Arabia,England,0.013,,,,0.0928472152748965,0.9071527847251034,26.0
92,round_of_16,,Mexico,Portugal,0.012,,,,0.3811762182363093,0.6188237817636906,24.0
92,round_of_16,,Spain,England,0.012,,,,0.663180363934699,0.3368196360653009,24.0
92,round_of_16,,Morocco,England,0.0115,,,,0.443249212169303,0.556750787830697,23.0
92,round_of_16,,Scotland,England,0.011,,,,0.2168872502473777,0.7831127497526222,22.0
92,round_of_16,,South Africa,Croatia,0.0105,,,,0.177375151650611,0.822624848349389,21.0
92,round_of_16,,South Korea,Colombia,0.01,,,,0.2548214518680239,0.7451785481319761,20.0
92,round_of_16,,Czech Republic,DR Congo,0.0095,,,,0.631424348824437,0.368575651175563,19.0
92,round_of_16,,Czech Republic,Portugal,0.0095,,,,0.2397626516923447,0.7602373483076552,19.0
92,round_of_16,,Germany,Croatia,0.0095,,,,0.6236810539888517,0.3763189460111483,19.0
92,round_of_16,,Ecuador,Croatia,0.0085,,,,0.5582287322779795,0.4417712677220204,17.0
92,round_of_16,,Ecuador,Portugal,0.0085,,,,0.4228384700129488,0.5771615299870512,17.0
92,round_of_16,,Germany,Portugal,0.0085,,,,0.485010101452174,0.5149898985478261,17.0
92,round_of_16,,Cape Verde,England,0.008,,,,0.0839974757939864,0.9160025242060136,16.0
92,round_of_16,,Ecuador,Colombia,0.008,,,,0.4245865170622711,0.5754134829377289,16.0
92,round_of_16,,Mexico,DR Congo,0.008,,,,0.7675028975397602,0.2324971024602398,16.0
92,round_of_16,,South Africa,Colombia,0.0075,,,,0.1238259790116525,0.8761740209883474,15.0
92,round_of_16,,Mexico,France,0.007,,,,0.3084464873219043,0.6915535126780957,14.0
92,round_of_16,,Mexico,Uzbekistan,0.007,,,,0.7181674644538046,0.2818325355461953,14.0
92,round_of_16,,Haiti,England,0.0065,,,,0.1084996039982939,0.891500396001706,13.0
92,round_of_16,,South Africa,Portugal,0.0065,,,,0.114853118960656,0.8851468810393439,13.0
92,round_of_16,,Czech Republic,Norway,0.006,,,,0.2768549490442956,0.7231450509557044,12.0
92,round_of_16,,Czech Republic,Uzbekistan,0.006,,,,0.5662433380722348,0.4337566619277652,12.0
92,round_of_16,,Germany,Colombia,0.006,,,,0.4912021157331433,0.5087978842668567,12.0
92,round_of_16,,Ivory Coast,Portugal,0.006,,,,0.2756796950449742,0.7243203049550258,12.0
92,round_of_16,,Uruguay,Croatia,0.006,,,,0.442625129717391,0.557374870282609,12.0
92,round_of_16,,Brazil,Colombia,0.0055,,,,0.5272632839895478,0.4727367160104522,11.0
92,round_of_16,,Ivory Coast,Uzbekistan,0.0055,,,,0.6025124037057146,0.3974875962942854,11.0
92,round_of_16,,Czech Republic,France,0.005,,,,0.1941628285628286,0.8058371714371713,10.0
92,round_of_16,,Mexico,Norway,0.005,,,,0.4324756136515216,0.5675243863484783,10.0
92,round_of_16,,South Korea,Senegal,0.005,,,,0.4342408578281028,0.5657591421718973,10.0
92,round_of_16,,South Korea,Uzbekistan,0.005,,,,0.5768390984477116,0.4231609015522883,10.0
92,round_of_16,,Spain,Portugal,0.005,,,,0.6889781423550443,0.3110218576449557,10.0
92,round_of_16,,Brazil,Portugal,0.0045,,,,0.5213246863240992,0.4786753136759007,9.0
92,round_of_16,,Curaçao,England,0.0045,,,,0.0655972301432752,0.9344027698567248,9.0
92,round_of_16,,Ecuador,Panama,0.0045,,,,0.7820866597445825,0.2179133402554175,9.0
92,round_of_16,,Ecuador,Uzbekistan,0.0045,,,,0.7501071142961108,0.2498928857038892,9.0
92,round_of_16,,Ivory Coast,Croatia,0.0045,,,,0.3920689117986926,0.6079310882013074,9.0
92,round_of_16,,Mexico,Panama,0.0045,,,,0.7553795152757359,0.2446204847242641,9.0
92,round_of_16,,South Korea,Panama,0.0045,,,,0.6243697813123918,0.3756302186876081,9.0
92,round_of_16,,Uruguay,Portugal,0.0045,,,,0.3140132635530687,0.6859867364469313,9.0
92,round_of_16,,Czech Republic,Panama,0.004,,,,0.6153533408278258,0.3846466591721742,8.0
92,round_of_16,,Germany,Uzbekistan,0.004,,,,0.7939166315071041,0.2060833684928958,8.0
92,round_of_16,,South Africa,Uzbekistan,0.004,,,,0.3158821459845295,0.6841178540154704,8.0
92,round_of_16,,South Korea,France,0.004,,,,0.1994731323073467,0.8005268676926532,8.0
92,round_of_16,,Spain,Croatia,0.004,,,,0.7950640103667238,0.2049359896332762,8.0
92,round_of_16,,Cape Verde,Croatia,0.0035,,,,0.1523228202376421,0.8476771797623579,7.0
92,round_of_16,,Ecuador,France,0.0035,,,,0.3435941879555346,0.6564058120444654,7.0
92,round_of_16,,Mexico,Senegal,0.0035,,,,0.5926312427591951,0.4073687572408049,7.0
92,round_of_16,,Saudi Arabia,Croatia,0.0035,,,,0.1655633114303061,0.8344366885696939,7.0
92,round_of_16,,South Africa,DR Congo,0.0035,,,,0.3760835760706551,0.6239164239293449,7.0
92,round_of_16,,South Africa,Norway,0.0035,,,,0.1297912648683141,0.8702087351316858,7.0
92,round_of_16,,South Korea,Norway,0.0035,,,,0.2865369624829172,0.7134630375170827,7.0
92,round_of_16,,Czech Republic,Ghana,0.003,,,,0.7992434942880283,0.2007565057119716,6.0
92,round_of_16,,France,England,0.003,,,,0.5540713528559442,0.4459286471440558,6.0
92,round_of_16,,Ivory Coast,Colombia,0.003,,,,0.2813771310521523,0.7186228689478478,6.0
92,round_of_16,,Mexico,Ghana,0.003,,,,0.8788938588466477,0.1211061411533522,6.0
92,round_of_16,,South Korea,DR Congo,0.003,,,,0.6423641978534377,0.3576358021465623,6.0
92,round_of_16,,Uruguay,Ecuador,0.003,,,,0.3876730033483108,0.6123269966516892,6.0
92,round_of_16,,Uruguay,Panama,0.003,,,,0.6946604687644201,0.3053395312355799,6.0
92,round_of_16,,Brazil,France,0.0025,,,,0.4407877680526487,0.5592122319473514,5.0
92,round_of_16,,Brazil,Panama,0.0025,,,,0.8419154226817362,0.1580845773182637,5.0
92,round_of_16,,Curaçao,Colombia,0.0025,,,,0.0882593460357728,0.9117406539642272,5.0
92,round_of_16,,Curaçao,Portugal,0.0025,,,,0.0764968918384566,0.9235031081615436,5.0
92,round_of_16,,Ecuador,DR Congo,0.0025,,,,0.795794776925537,0.2042052230744629,5.0
92,round_of_16,,France,Croatia,0.0025,,,,0.7065324405243061,0.2934675594756939,5.0
92,round_of_16,,Germany,France,0.0025,,,,0.4064693042060614,0.5935306957939386,5.0
92,round_of_16,,Haiti,Croatia,0.0025,,,,0.1935442218825369,0.806455778117463,5.0
92,round_of_16,,Morocco,Colombia,0.0025,,,,0.473285614882368,0.526714385117632,5.0
92,round_of_16,,Scotland,Colombia,0.0025,,,,0.2417788204276981,0.7582211795723018,5.0
92,round_of_16,,Scotland,Portugal,0.0025,,,,0.2347803235901614,0.7652196764098386,5.0
92,round_of_16,,South Korea,Germany,0.0025,,,,0.2593319455388161,0.7406680544611839,5.0
92,round_of_16,,Spain,France,0.0025,,,,0.6173595200785099,0.3826404799214901,5.0
92,round_of_16,,Spain,Uzbekistan,0.0025,,,,0.893904383104939,0.1060956168950609,5.0
92,round_of_16,,Uruguay,Colombia,0.0025,,,,0.3170348848623132,0.6829651151376868,5.0
92,round_of_16,,Uruguay,DR Congo,0.0025,,,,0.7158566661720662,0.2841433338279338,5.0
92,round_of_16,,Uruguay,France,0.0025,,,,0.2478191834031348,0.7521808165968652,5.0
92,round_of_16,,Brazil,Croatia,0.002,,,,0.6556028720371787,0.3443971279628213,4.0
92,round_of_16,,Brazil,Norway,0.002,,,,0.5714297284760221,0.4285702715239778,4.0
92,round_of_16,,Brazil,Uzbekistan,0.002,,,,0.8113781389101241,0.1886218610898759,4.0
92,round_of_16,,Czech Republic,Germany,0.002,,,,0.2515390115472918,0.7484609884527081,4.0
92,round_of_16,,Czech Republic,Senegal,0.002,,,,0.4219573620939752,0.5780426379060248,4.0
92,round_of_16,,Germany,Panama,0.002,,,,0.8282684887339177,0.1717315112660823,4.0
92,round_of_16,,Germany,Senegal,0.002,,,,0.6827955437478943,0.3172044562521057,4.0
92,round_of_16,,Ivory Coast,France,0.002,,,,0.225788860475335,0.774211139524665,4.0
92,round_of_16,,Ivory Coast,Senegal,0.002,,,,0.4630495380479367,0.5369504619520633,4.0
92,round_of_16,,Mexico,Austria,0.002,,,,0.5134466713508526,0.4865533286491473,4.0
92,round_of_16,,Mexico,Iraq,0.002,,,,0.8203991932498541,0.1796008067501459,4.0
92,round_of_16,,Norway,England,0.002,,,,0.419046187386575,0.580953812613425,4.0
92,round_of_16,,Scotland,Croatia,0.002,,,,0.3506616280483856,0.6493383719516144,4.0
92,round_of_16,,Scotland,Panama,0.002,,,,0.6114369451274458,0.3885630548725541,4.0
92,round_of_16,,South Africa,Senegal,0.002,,,,0.2084200679779522,0.7915799320220478,4.0
92,round_of_16,,South Korea,Iraq,0.002,,,,0.7151386638494482,0.2848613361505517,4.0
92,round_of_16,,Spain,Ghana,0.002,,,,0.9594491706629352,0.0405508293370646,4.0
92,round_of_16,,Uruguay,Uzbekistan,0.002,,,,0.6566501072621987,0.3433498927378012,4.0
92,round_of_16,,Cape Verde,Portugal,0.0015,,,,0.0944021515808021,0.905597848419198,3.0
92,round_of_16,,Curaçao,DR Congo,0.0015,,,,0.259549354042985,0.740450645957015,3.0
92,round_of_16,,Czech Republic,Algeria,0.0015,,,,0.3967245449357335,0.6032754550642665,3.0
92,round_of_16,,Ecuador,Norway,0.0015,,,,0.4764636975184217,0.5235363024815782,3.0
92,round_of_16,,Ecuador,Senegal,0.0015,,,,0.6345626758028798,0.3654373241971201,3.0
92,round_of_16,,Germany,DR Congo,0.0015,,,,0.8264290227235278,0.1735709772764722,3.0
92,round_of_16,,Germany,Ghana,0.0015,,,,0.9182219124265156,0.0817780875734844,3.0
92,round_of_16,,Germany,Norway,0.0015,,,,0.5363562472918983,0.4636437527081016,3.0
92,round_of_16,,Ivory Coast,DR Congo,0.0015,,,,0.6669676594894848,0.3330323405105152,3.0
92,round_of_16,,Ivory Coast,Norway,0.0015,,,,0.316067885424248,0.683932114575752,3.0
92,round_of_16,,Ivory Coast,Panama,0.0015,,,,0.6498535419587216,0.3501464580412784,3.0
